code_iata,code_oaci,name,iso_country,latitude_deg,longitude_deg
LUX,ELLX,Luxembourg-Findel International Airport,LU,49.6233333,6.2044444
EMR,EMR,El Mirador Heliport,GT,17.752077,-89.924916
AES,ENAL,"Ålesund Airport, Vigra",NO,62.5625,6.1197
ANX,ENAN,"Andøya Airport, Andenes",NO,69.292503,16.144199
ALF,ENAT,Alta Airport,NO,69.976097,23.3717
FDE,ENBL,"Førde Airport, Bringeland",NO,61.391102,5.75694
BNN,ENBN,"Brønnøysund Airport, Brønnøy",NO,65.461098,12.2175
BOO,ENBO,Bodø Airport,NO,67.269203,14.3653
BGO,ENBR,"Bergen Airport, Flesland",NO,60.2934,5.21814
BJF,ENBS,Båtsfjord Airport,NO,70.60025,29.692612
BVG,ENBV,Berlevåg Airport,NO,70.871517,29.034097
KRS,ENCN,"Kristiansand Airport, Kjevik",NO,58.204201,8.08537
BDU,ENDU,Bardufoss Airport,NO,69.055801,18.5404
EVE,ENEV,"Harstad/Narvik Airport, Evenes",NO,68.491302490234,16.678100585938
VDB,ENFG,"Fagernes Airport, Leirin",NO,61.015598,9.28806
FRO,ENFL,Florø Airport,NO,61.583599090576,5.0247201919556
OSL,ENGM,"Oslo Airport, Gardermoen",NO,60.193901,11.1004
HMR,ENHA,"Hamar Lufthavn, Stavsberg",NO,60.8181,11.068
HAU,ENHD,"Haugesund Airport, Karmøy",NO,59.345299,5.20836
HFT,ENHF,Hammerfest Airport,NO,70.679703,23.6686
HAA,ENHK,Hasvik Airport,NO,70.486702,22.1397
HVG,ENHV,"Honningsvåg Airport, Valan",NO,71.009697,25.983601
KSU,ENKB,"Kristiansund Airport, Kvernberget",NO,63.111801,7.82452
GLL,ENKL,Gol Airport,NO,60.791066,9.048672
KKN,ENKR,"Kirkenes Airport, Høybuktmoen",NO,69.7258,29.8913
LKN,ENLK,Leknes Airport,NO,68.152496337891,13.609399795532
MEH,ENMH,Mehamn Airport,NO,71.029701,27.8267
MOL,ENML,"Molde Airport, Årø",NO,62.744701,7.2625
MJF,ENMS,"Mosjøen Airport, Kjærstad",NO,65.783997,13.2149
LKL,ENNA,"Lakselv Airport, Banak",NO,70.068802,24.973499
OSY,ENNM,Namsos Airport,NO,64.472198,11.5786
NTB,ENNO,Notodden Airport,NO,59.565071,9.213152
OLA,ENOL,Ørland Airport,NO,63.69889831542969,9.604000091552734
HOV,ENOV,"Ørsta-Volda Airport, Hovden",NO,62.180000305176,6.0741000175476
MQN,ENRA,"Mo i Rana Airport, Røssvoll",NO,66.363899230957,14.301400184631
RVK,ENRM,"Rørvik Airport, Ryum",NO,64.838302612305,11.14610004425
RRS,ENRO,Røros Airport,NO,62.578399658203,11.342300415039
RET,ENRS,Røst Airport,NO,67.526482,12.101575
RYG,ENRY,"Moss Airport, Rygge",NO,59.378817,10.785439
LYR,ENSB,"Svalbard Airport, Longyear",NO,78.246101379395,15.465600013733
SDN,ENSD,"Sandane Airport, Anda",NO,61.830002,6.10583
SOG,ENSG,"Sogndal Airport, Haukåsen",NO,61.156101,7.13778
SVJ,ENSH,"Svolvær Airport, Helle",NO,68.243301,14.6692
SKN,ENSK,"Stokmarknes Airport, Skagen",NO,68.578827,15.033417
SKE,ENSN,Skien Airport,NO,59.185001,9.56694
SRP,ENSO,"Stord Airport, Sørstokken",NO,59.791901,5.34085
SOJ,ENSR,Sørkjosen Airport,NO,69.786797,20.9594
VAW,ENSS,"Vardø Airport, Svartnes",NO,70.3554,31.044901
SSJ,ENST,"Sandnessjøen Airport, Stokka",NO,65.956802,12.4689
TOS,ENTC,"Tromsø Airport, Langnes",NO,69.683296,18.9189
TRF,ENTO,"Sandefjord Airport, Torp",NO,59.186699,10.2586
TRD,ENVA,"Trondheim Airport, Værnes",NO,63.457802,10.924
VDS,ENVD,Vadsø Airport,NO,70.0653,29.8447
VRY,ENVR,Værøy Heliport,NO,67.654555,12.727257
SVG,ENZV,"Stavanger Airport, Sola",NO,58.876701,5.63778
BZG,EPBY,Bydgoszcz Ignacy Jan Paderewski Airport,PL,53.096802,17.977699
GDN,EPGD,Gdańsk Lech Wałęsa Airport,PL,54.377602,18.4662
KRK,EPKK,Kraków John Paul II International Airport,PL,50.077702,19.7848
KTW,EPKT,Katowice Wojciech Korfanty International Airport,PL,50.476015,19.080705
LUZ,EPLB,Lublin Airport,PL,51.240157,22.713461
LCJ,EPLL,Łódź Władysław Reymont Airport,PL,51.721901,19.3981
WMI,EPMO,Modlin Airport,PL,52.451099,20.6518
POZ,EPPO,Poznań-Ławica Airport,PL,52.421598,16.823359
RDO,EPRA,Warsaw Radom Airport,PL,51.38937,21.214742
CZW,EPRU,Częstochowa-Rudniki Airport,PL,50.884716,19.201842
RZE,EPRZ,Rzeszów-Jasionka Airport,PL,50.109791,22.024155
SZZ,EPSC,Solidarity Szczecin–Goleniów Airport,PL,53.584702,14.9022
SZY,EPSY,Olsztyn-Mazury Airport,PL,53.481899,20.9377
WAW,EPWA,Warsaw Chopin Airport,PL,52.165699,20.9671
WRO,EPWR,Copernicus Wrocław Airport,PL,51.103719,16.882096
IEG,EPZG,Zielona Góra-Babimost Airport,PL,52.1385,15.7986
ERT,ERT,Erdenet Airport,MN,48.983056,104.150556
RNB,ESDF,Ronneby Airport,SE,56.266701,15.265
GOT,ESGG,Göteborg Landvetter Airport,SE,57.6628,12.2798
JKG,ESGJ,Jönköping Airport,SE,57.757598876953125,14.068699836730955
LDK,ESGL,Lidköping-Hovby Airport,SE,58.4655,13.1744
GSE,ESGP,Säve Airport,SE,57.7747,11.8704
KVB,ESGR,Skövde Airport,SE,58.456402,13.9727
THN,ESGT,Trollhättan-Vänersborg Airport,SE,58.31809997558594,12.345000267028809
KSK,ESKK,Karlskoga Airport,SE,59.345901,14.4959
MXX,ESKM,Mora Airport,SE,60.957901,14.5114
NYO,ESKN,Stockholm Skavsta Airport,SE,58.788601,16.912201
SCR,ESKS,Scandinavian Mountains Airport,SE,61.158393,12.842503
KID,ESMK,Kristianstad Airport,SE,55.9217,14.0855
OSK,ESMO,Oskarshamn Airport,SE,57.350498,16.497999
KLR,ESMQ,Kalmar Airport,SE,56.685501,16.2876
MMX,ESMS,Malmö Sturup Airport,SE,55.535564,13.376327
HAD,ESMT,Halmstad Airport,SE,56.69110107421875,12.820199966430664
VXO,ESMX,Växjö Kronoberg Airport,SE,56.92910003662109,14.727999687194824
EVG,ESND,Sveg Airport,SE,62.047798,14.4229
GEV,ESNG,Gällivare Airport,SE,67.13240051269531,20.814599990844727
KRF,ESNK,Kramfors-Sollefteå Höga Kusten Airport,SE,63.048599,17.7689
LYC,ESNL,Lycksele Airport,SE,64.548302,18.7162
SDL,ESNN,Sundsvall-Härnösand Airport,SE,62.528099060058594,17.443899154663086
OER,ESNO,Örnsköldsvik Airport,SE,63.40829849243164,18.989999771118164
KRN,ESNQ,Kiruna Airport,SE,67.821998596191,20.336799621582
SFT,ESNS,Skellefteå Airport,SE,64.62480163574219,21.07690048217773
UME,ESNU,Umeå Airport,SE,63.791801452637,20.282800674438
VHM,ESNV,Vilhelmina South Lapland Airport,SE,64.579102,16.833599
AJR,ESNX,Arvidsjaur Airport,SE,65.59030151367188,19.28190040588379
SOO,ESNY,Söderhamn Airport,SE,61.261501,17.0991
OSD,ESNZ,Åre Östersund Airport,SE,63.194135,14.500322
ORB,ESOE,Örebro Airport,SE,59.22370147705078,15.038000106811523
HFS,ESOH,Hagfors Airport,SE,60.0201,13.5789
KSD,ESOK,Karlstad Airport,SE,59.444698,13.3374
VST,ESOW,Stockholm Västerås Airport,SE,59.58940124511719,16.63360023498535
LLA,ESPA,Luleå Airport,SE,65.5438,22.122
ARN,ESSA,Stockholm-Arlanda Airport,SE,59.64849,17.928829
BMA,ESSB,Stockholm-Bromma Airport,SE,59.354400634765625,17.941699981689453
BLE,ESSD,Dala Airport,SE,60.422001,15.5152
HLF,ESSF,Hultsfred Airport,SE,57.525799,15.8233
GVX,ESSK,Gävle Sandviken Airport,SE,60.5933,16.951401
LPI,ESSL,Linköping City Airport,SE,58.4062004089,15.6805000305
NRK,ESSP,Norrköping Airport,SE,58.58629989624024,16.250600814819336
TYF,ESST,Torsby Airport,SE,60.1576,12.9913
EKT,ESSU,Eskilstuna Airport,SE,59.351101,16.708401
VBY,ESSV,Visby Airport,SE,57.662799835205,18.346200942993
VVK,ESSW,Västervik Airport,SE,57.779999,16.5236
AGH,ESTA,Ängelholm-Helsingborg Airport,SE,56.29610061645508,12.847100257873535
SQO,ESUD,Storuman Airport,SE,64.960899,17.6966
IDB,ESUE,Idre Airport,SE,61.869701,12.6894
PJA,ESUP,Pajala Airport,SE,67.244569,23.074894
HMV,ESUT,Hemavan Airport,SE,65.806099,15.0828
GLC,ET-GLC,Geladi Airport,ET,6.984439849849999,46.4213981628
SHC,ET-SHC,Shire Inda Selassie Airport,ET,14.075699,38.273592
SPM,ETAD,Spangdahlem Air Base,DE,49.976507,6.698413
RMS,ETAR,Ramstein Air Base,DE,49.436901,7.60028
FRZ,ETHF,Fritzlar Army Airfield,DE,51.1146,9.286
ILH,ETIK,Illesheim Army Heliport,DE,49.4739,10.3881
KZG,ETIN,Kitzingen Airfield,DE,49.744293,10.207313
FCN,ETMN,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,DE,53.767689,8.659201
GKE,ETNG,Geilenkirchen Air Base,DE,50.9608,6.04242
RLG,ETNL,Rostock-Laage Airport,DE,53.918201,12.2783
WBG,ETNS,Schleswig Air Base,DE,54.459301,9.51633
WIE,ETOU,Wiesbaden Army Airfield,DE,50.049800872802734,8.325400352478027
IGS,ETSI,Ingolstadt Manching Airport,DE,48.7156982421875,11.534000396728516
LPX,EVLA,Liepāja International Airport,LV,56.517502,21.096901
RIX,EVRA,Riga International Airport,LV,56.923599,23.9711
VNT,EVVA,Ventspils International Airport,LV,57.3578,21.544201
EXI,EXI,Excursion Inlet Seaplane Base,US,58.420502,-135.449005
KUN,EYKA,Kaunas International Airport,LT,54.96390151977539,24.084800720214844
PLQ,EYPA,Palanga International Airport,LT,55.97320175170898,21.093900680541992
PNV,EYPP,Panevėžys Air Base,LT,55.729400634765625,24.46080017089844
SQQ,EYSA,Šiauliai International Airport,LT,55.89390182495117,23.395000457763672
VNO,EYVI,Vilnius International Airport,LT,54.634102,25.285801
RGR,F23,Ranger Municipal Airport,US,32.4525985718,-98.682800293
ALJ,FAAB,Alexander Bay Airport,ZA,-28.575001,16.5333
AGZ,FAAG,Aggeneys Airport,ZA,-29.281799,18.8139
ADY,FAAL,Alldays Airport,ZA,-22.679001,29.0555
BIY,FABE,Bisho Airport,ZA,-32.897099,27.2791
BFN,FABL,Bram Fischer International Airport,ZA,-29.092699,26.302401
UTE,FABU,Bultfontein Airport,ZA,-28.273369,26.135835
ASS,FACC,Arathusa Safari Lodge Airport,ZA,-24.744165,31.522499
CDO,FACD,Cradock Airport,ZA,-32.1567001343,25.6455993652
CPT,FACT,Cape Town International Airport,ZA,-33.9648017883,18.6016998291
DUK,FADK,Mubatuba Airport,ZA,-28.36840057373047,32.24810028076172
PZL,FADQ,Zulu Inyala Airport,ZA,-27.84939956665039,32.30970001220703
ELS,FAEL,King Phalo Airport,ZA,-33.035599,27.825899
EMG,FAEM,Empangeni Airport,ZA,-28.71999931335449,31.88999938964844
ELL,FAER,Ellisras Matimba Airport,ZA,-23.72669982910156,27.68829917907715
FCB,FAFB,Ficksburg Sentraoes Airport,ZA,-28.82309913635254,27.908899307250977
GCJ,FAGC,Grand Central Airport,ZA,-25.986299514799995,28.1401004791
GRJ,FAGG,George Airport,ZA,-34.0056,22.378902
GIY,FAGI,Giyani Airport,ZA,-23.2833,30.65
QRA,FAGM,Rand Airport,ZA,-26.2425,28.151199
HLW,FAHL,Hluhluwe Airport,ZA,-28.0166049887,32.2751712799
HRS,FAHR,Harrismith Airport,ZA,-28.2351,29.106199
HDS,FAHS,Hoedspruit Air Force Base Airport,ZA,-24.3686008453,31.0487003326
KXE,FAKD,P C Pelser Airport,ZA,-26.871099,26.718
KIM,FAKM,Kimberley Airport,ZA,-28.802799224900003,24.7651996613
MQP,FAKN,Kruger Mpumalanga International Airport,ZA,-25.3831996918,31.1056003571
KOF,FAKP,Komatipoort Airport,ZA,-25.44029998779297,31.93000030517578
KMH,FAKU,Johan Pienaar Airport,ZA,-27.45669937133789,23.411399841308597
KLZ,FAKZ,Kleinsee Airport,ZA,-29.6884002686,17.093999862700002
HLA,FALA,Lanseria International Airport,ZA,-25.938499,27.9261
LMR,FALC,Lime Acres Finsch Mine Airport,ZA,-28.36009979248047,23.43910026550293
LDZ,FALD,Londolozi Airport,ZA,-24.7478,31.4743
DUR,FALE,King Shaka International Airport,ZA,-29.6144444444,31.1197222222
LUJ,FALK,Lusikisiki Airport,ZA,-31.36669921875,29.58329963684082
LCD,FALO,Louis Trichardt Airport,ZA,-23.061899185180664,29.86470031738281
SDB,FALW,Langebaanweg Airport,ZA,-32.9688987732,18.1602993011
LAY,FALY,Ladysmith Airport,ZA,-28.5816993713,29.7497005463
AAM,FAMD,Malamala Airport,ZA,-24.816866,31.544085
MGH,FAMG,Margate Airport,ZA,-30.8574008942,30.343000412
MEZ,FAMH,Musina(Messina) Airport,ZA,-22.355672,29.9862
MBD,FAMM,Mmabatho International Airport,ZA,-25.798400878900004,25.5480003357
LLE,FAMN,Malelane Airport,ZA,-25.473581,31.565947
MZY,FAMO,Mossel Bay Airport,ZA,-34.158746,22.055676
MZQ,FAMU,Mkuze Airport,ZA,-27.626100540161133,32.0443000793457
NCS,FANC,Newcastle Airport,ZA,-27.7705993652,29.9769001007
NGL,FANG,Ngala Airport,ZA,-24.389,31.326
NLP,FANS,Nelspruit Airport,ZA,-25.5,30.9137992859
OVG,FAOB,Overberg Airport,ZA,-34.563474,20.252438
OUH,FAOH,Oudtshoorn Airport,ZA,-33.6069984436,22.188999176
JNB,FAOR,O.R. Tambo International Airport,ZA,-26.1392,28.246
AFD,FAPA,Port Alfred Airport,ZA,-33.555057,26.881656
PLZ,FAPE,Chief Dawid Stuurman International Airport,ZA,-33.984901,25.6173
PBZ,FAPG,Plettenberg Bay Airport,ZA,-34.08816,23.328723
PHW,FAPH,Hendrik Van Eck Airport,ZA,-23.9372005463,31.1553993225
JOH,FAPJ,Port St Johns Airport,ZA,-31.60612,29.52175
PRK,FAPK,Prieska Airport,ZA,-29.6835994720459,22.77059936523437
PZB,FAPM,Pietermaritzburg Airport,ZA,-29.6490001678,30.3987007141
NTY,FAPN,Pilanesberg International Airport,ZA,-25.333799,27.173401
PTG,FAPP,Polokwane International Airport,ZA,-23.845269,29.458615
PCF,FAPS,Potchefstroom Airport,ZA,-26.670999527,27.0818996429
UTW,FAQT,Queenstown Airport,ZA,-31.92020034790039,26.882200241088867
RCB,FARB,Richards Bay Airport,ZA,-28.740999221800003,32.0920982361
RVO,FARI,Reivilo Airport,ZA,-27.547199249267575,24.17250061035156
ROD,FARS,Robertson Airport,ZA,-33.812199,19.9028
SBU,FASB,Springbok Airport,ZA,-29.68930053710937,17.939599990844727
ZEC,FASC,Secunda Airport,ZA,-26.52409935,29.1700992584
GSS,FASE,Sabi Sabi Airport,ZA,-24.9473754342,31.4488477707
SIS,FASS,Sishen Airport,ZA,-27.6486,22.9993
SZK,FASZ,Skukuza Airport,ZA,-24.960899353,31.5886993408
THY,FATH,Thohoyandou Airport,ZA,-23.0769,30.3836
TCU,FATN,Thaba Nchu Tar Airport,ZA,-29.317800521850582,26.822799682617188
LTA,FATZ,Tzaneen Airport,ZA,-23.8244,30.3293
ULD,FAUL,Prince Mangosuthu Buthelezi Airport,ZA,-28.3206005096,31.4165000916
UTN,FAUP,Pierre Van Ryneveld Airport,ZA,-28.39909935,21.2602005005
ULX,FAUS,Ulusaba Airport,ZA,-24.7854003906,31.3549003601
UTT,FAUT,K. D. Matanzima Airport,ZA,-31.5463631849,28.6733551025
VRU,FAVB,Vryburg Airport,ZA,-26.9824008942,24.7287998199
VIR,FAVG,Virginia Airport,ZA,-29.770599,31.058399
VRE,FAVR,Vredendal Airport,ZA,-31.641000747680664,18.5447998046875
VYD,FAVY,Vryheid Airport,ZA,-27.78689956665039,30.79640007019043
PRY,FAWB,Wonderboom Airport,ZA,-25.6539,28.224199
WKF,FAWK,Waterkloof Air Force Base,ZA,-25.8299999237,28.2224998474
WEL,FAWM,Welkom Airport,ZA,-27.996825,26.663334
FRW,FBFT,P G Matante Intl,BW,-21.15914,27.468545
GNZ,FBGZ,Ghanzi Airport,BW,-21.692499,21.6581
JWA,FBJW,Jwaneng Airport,BW,-24.602301,24.691
BBK,FBKE,Kasane Airport,BW,-17.832899,25.162399
KHW,FBKR,Khwai River Lodge Airport,BW,-19.149477,23.787937
LOQ,FBLO,Lobatse Airport,BW,-25.1981,25.7139
MUB,FBMN,Maun Airport,BW,-19.970491,23.431409
ORP,FBOR,Orapa Airport,BW,-21.265901,25.319667
QPH,FBPY,Palapye Airport,BW,-22.564087,27.136745
GBE,FBSK,Sir Seretse Khama International Airport,BW,-24.555201,25.9182
SXN,FBSN,Sua Pan Airport,BW,-20.5534,26.115801
PKW,FBSP,Selebi Phikwe Airport,BW,-22.0583,27.8288
SVT,FBSV,Savuti Airport,BW,-18.518475,24.077687
SWX,FBSW,Shakawe Airport,BW,-18.373899459838867,21.832599639892575
TLD,FBTL,Tuli Lodge Airport,BW,-22.191897,29.131229
TBY,FBTS,Tshabong Airport,BW,-26.034524,22.401252
BZV,FCBB,Maya-Maya Airport,CG,-4.251699924468994,15.253000259399414
DJM,FCBD,Djambala Airport,CG,-2.516883,14.754403
KNJ,FCBK,Kindamba Airport,CG,-3.749781,14.490264
LCO,FCBL,Lague Airport,CG,-2.45,14.533
MUY,FCBM,Mouyondzi Airport,CG,-4.014874,13.966112
SIB,FCBS,Sibiti Airport,CG,-3.683,13.35
NKY,FCBY,Yokangassi Airport,CG,-4.223077,13.286347
ANJ,FCBZ,Zanaga Airport,CG,-2.85,13.817
MSX,FCMM,Mossendjo Airport,CG,-2.95,12.7
BOE,FCOB,Boundji Airport,CG,-1.03104,15.336009
OLL,FCOD,Oyo Ollombo Airport,CG,-1.226666,15.91
EWO,FCOE,Ewo Airport,CG,-0.883,14.8
GMM,FCOG,Gamboma Airport,CG,-1.829403,15.885237
ION,FCOI,Impfondo Airport,CG,1.589968,18.046624
KEE,FCOK,Kelle Airport,CG,-0.071271,14.506621
MKJ,FCOM,Makoua Airport,CG,-0.020842,15.577746
FTX,FCOO,Owando Airport,CG,-0.524566,15.93782
SOE,FCOS,Souanke Airport,CG,1.998326,14.174217
BTB,FCOT,Betou Airport,CG,3.057593,18.514433
OUE,FCOU,Ouesso Airport,CG,1.61599,16.037901
KMK,FCPA,Makabana Airport,CG,-3.483,12.617
DIS,FCPL,Ngot Nzoungou Airport,CG,-4.20635,12.6599
PNR,FCPP,Antonio Agostinho-Neto International Airport,CG,-4.81603,11.8866
MTS,FDMS,Matsapha Airport,SZ,-26.528999,31.307501
SHO,FDSK,King Mswati III International Airport,SZ,-26.358611,31.716944
FEA,FEA,Fetlar Airstrip,GB,60.603333,-0.872778
CRF,FEFC,Carnot Airport,CF,4.936999797821045,15.894000053405762
BGF,FEFF,Bangui M'Poko International Airport,CF,4.39847993850708,18.518800735473636
BGU,FEFG,Bangassou Airport,CF,4.784999847412109,22.7810001373291
IRO,FEFI,Birao Airport,CF,10.23639965057373,22.71689987182617
BBY,FEFM,Bambari Airport,CF,5.847012,20.64992
NDL,FEFN,N'Délé Airport,CF,8.427206039428711,20.635156631469727
BOP,FEFO,Bouar Airport,CF,5.958000183105469,15.63700008392334
BIV,FEFR,Bria Airport,CF,6.527780055999756,21.98940086364746
BSN,FEFS,Bossangoa Airport,CF,6.492000102996826,17.429000854492188
BBT,FEFT,Berbérati Airport,CF,4.221580028533936,15.786399841308594
ODA,FEFW,Ouadda Airport,CF,8.010560035705566,22.39859962463379
AIG,FEFY,Yalinga Airport,CF,6.519999980926514,23.26000022888184
IMO,FEFZ,Zemio Airport,CF,5.002226,25.101857
MKI,FEGE,M'Boki Airport,CF,5.33301019669,25.9319000244
BTG,FEGF,Batangafo Airport,CF,7.314109802246094,18.308799743652344
GDI,FEGL,Gordil Airport,CF,9.581117,21.728172
BMF,FEGM,Bakouma Airport,CF,5.693999767303467,22.801000595092773
ODJ,FEGO,Ouanda Djallé Airport,CF,8.899999618530273,22.78300094604492
RFA,FEGR,Rafaï Airport,CF,4.988609790802002,23.92779922485352
BCF,FEGU,Bouca Airport,CF,6.517000198364258,18.267000198364254
BOZ,FEGZ,Bozoum Airport,CF,6.344170093536377,16.3218994140625
NBN,FGAB,Annobón Airport,GQ,-1.408615,5.624163
BSG,FGBT,Bata Airport,GQ,1.90547,9.80568
GEM,FGMY,President Obiang Nguema International Airport,GQ,1.685334,11.024394
SSG,FGSL,Malabo Airport,GQ,3.755270004272461,8.708720207214355
ASI,FHAW,RAF Ascension Island,SH,-7.9696,-14.3937
HLE,FHSH,Saint Helena Airport,SH,-15.957725,-5.645943
MRU,FIMP,Sir Seewoosagur Ramgoolam International Airport,MU,-20.430201,57.683601
RRG,FIMR,Sir Charles Gaetan Duval Airport,MU,-19.7577,63.361
KVU,FJ-0004,Korolevu Seaplane Base,FJ,-18.215569,177.729767
NKW,FJDG,Diego Garcia Naval Support Facility,IO,-7.31327,72.411102
KBI,FKKB,Kribi Airport,CM,2.8738899231,9.9777803421
TKC,FKKC,Tiko Airport,CM,4.08919000626,9.3605298996
DLA,FKKD,Douala International Airport,CM,4.0060801506,9.71947956085
MMF,FKKF,Mamfe Airport,CM,5.70417,9.30639
BLC,FKKG,Bali Airport,CM,5.89527777778,10.0338888889
KLE,FKKH,Kaélé Airport,CM,10.0925,14.4456
OUR,FKKI,Batouri Airport,CM,4.475,14.3625
GXX,FKKJ,Yagoua Airport,CM,10.3561,15.2372
MVR,FKKL,Salak Airport,CM,10.45139980316162,14.257399559020996
FOM,FKKM,Foumban Nkounja Airport,CM,5.63692,10.7508
NGE,FKKN,N'Gaoundéré Airport,CM,7.357009887695312,13.559200286865234
BTA,FKKO,Bertoua Airport,CM,4.54861,13.7261
GOU,FKKR,Garoua International Airport,CM,9.33588981628418,13.370100021362305
DSC,FKKS,Dschang Airport,CM,5.45,10.067
BFX,FKKU,Bafoussam Airport,CM,5.536920070650001,10.3545999527
BPC,FKKV,Bamenda Airport,CM,6.03924,10.1226
EBW,FKKW,Ebolowa Airport,CM,2.875999927520752,11.1850004196167
YAO,FKKY,Yaoundé Airport,CM,3.83604,11.5235
NSI,FKYS,Yaoundé Nsimalen International Airport,CM,3.72256,11.5533
MMQ,FLBA,Mbala Airport,ZM,-8.85917,31.336399
CIP,FLCP,Chipata Airport,ZM,-13.5583,32.5872
CGX,FLCU,Chunga Airstrip,ZM,-15.053957,25.985673
JEK,FLJK,Jeki Airport,ZM,-15.6334,29.6036
CGJ,FLKE,Kasompe Airport,ZM,-12.572799682617,27.893899917603
KLB,FLKL,Kalabo Airport,ZM,-14.998818,22.648372
KMZ,FLKO,Kaoma Airport,ZM,-14.8,24.783001
KAA,FLKS,Kasama Airport,ZM,-10.210169,31.123045
ZKB,FLKY,Kasaba Bay Airport,ZM,-8.525,30.663
LVI,FLLI,Harry Mwanga Nkumbula International Airport,ZM,-17.8218,25.822701
LXU,FLLK,Lukulu Airport,ZM,-14.375891,23.248648
LUN,FLLS,Kenneth Kaunda International Airport,ZM,-15.330833,28.452722
MNS,FLMA,Mansa Airport,ZM,-11.137,28.872601
MFU,FLMF,Mfuwe Airport,ZM,-13.258899688720703,31.936599731445312
MNR,FLMG,Mongu Airport,ZM,-15.2545,23.1623
ZGM,FLNA,Ngoma Airport,ZM,-15.9658,25.9333
RYL,FLRZ,Royal Zambezi Lodge Airstrip,ZM,-15.724789,29.303541
NLA,FLSK,Simon Mwansa Kapwepwe International Airport,ZM,-12.961667,28.516667
SXG,FLSN,Senanga Airport,ZM,-16.113,23.2982
KIW,FLSO,Southdowns Airport,ZM,-12.9005,28.1499
SJQ,FLSS,Sesheke Airport,ZM,-17.47632,24.306089
SLI,FLSW,Solwesi Airport,ZM,-12.173700332641602,26.365100860595703
FLT,FLT,Flat Airport,US,62.4525985718,-157.988998413
BBZ,FLZB,Zambezi Airport,ZM,-13.535996,23.10559
ULI,FM-ULI,Ulithi Airport,FM,10.0198,139.789993
HAH,FMCH,Prince Said Ibrahim International Airport,KM,-11.5337,43.2719
NWA,FMCI,Mohéli Bandar Es Eslam Airport,KM,-12.2981,43.766399
AJN,FMCV,Ouani Airport,KM,-12.131047,44.430044
DZA,FMCZ,Dzaoudzi Pamandzi International Airport,YT,-12.809319,45.281815
RUN,FMEE,Roland Garros Airport,RE,-20.890087,55.518894
ZSE,FMEP,Pierrefonds Airport,RE,-21.319362,55.422506
OHB,FMFE,Ambohibary Airport,MG,-18.9175,48.2181944444
WML,FMMC,Malaimbandy Airport,MG,-20.3553902921,45.5433726311
ATJ,FMME,Antsirabe Airport,MG,-19.839221,47.063713
WAQ,FMMG,Antsalova Airport,MG,-18.701273,44.614921
VVB,FMMH,Mahanoro Airport,MG,-19.83300018310547,48.79999923706055
TNR,FMMI,Ivato Airport,MG,-18.7969,47.478802
JVA,FMMK,Ankavandra Airport,MG,-18.80501,45.273467
BMD,FMML,Belo sur Tsiribihina Airport,MG,-19.686701,44.541901
ZVA,FMMN,Miandrivazo Airport,MG,-19.562799,45.450802
MXT,FMMO,Maintirano Airport,MG,-18.049999,44.033001
ILK,FMMQ,Atsinanana Airport,MG,-19.58300018310547,48.803001403808594
TVA,FMMR,Morafenobe Airport,MG,-17.850083,44.920467
SMS,FMMS,Sainte Marie Airport,MG,-17.093901,49.8158
TMM,FMMT,Toamasina Ambalamanasy Airport,MG,-18.109501,49.392502
WTA,FMMU,Tambohorano Airport,MG,-17.476101,43.972801
MOQ,FMMV,Morondava Airport,MG,-20.2847,44.3176
WTS,FMMX,Tsiroanomandidy Airport,MG,-18.759677,46.054065
VAT,FMMY,Vatomandry Airport,MG,-19.383333,48.95
WAM,FMMZ,Ambatondrazaka Airport,MG,-17.795378,48.442583
DIE,FMNA,Arrachart Airport,MG,-12.3494,49.291698
WBE,FMNB,Ankaizina Airport,MG,-14.544277,48.691413
WMR,FMNC,Mananara Nord Airport,MG,-16.1639,49.7738
ZWA,FMND,Andapa Airport,MG,-14.651700019836426,49.620601654052734
AMB,FMNE,Ambilobe Airport,MG,-13.1884,48.987999
WBD,FMNF,Avaratra Airport,MG,-15.199999809265137,48.483001708984375
WPB,FMNG,Port Bergé Airport,MG,-15.584286,47.623587
ANM,FMNH,Antsirabe Airport,MG,-14.9994,50.320202
HVA,FMNL,Analalava Airport,MG,-14.629514,47.763555
MJN,FMNM,Amborovy Airport,MG,-15.666842,46.351233
NOS,FMNN,Fascene Airport,MG,-13.3121,48.3148
DWB,FMNO,Soalala Airport,MG,-16.10169,45.358837
WMP,FMNP,Mampikony Airport,MG,-16.072269,47.644165
BPY,FMNQ,Besalampy Airport,MG,-16.74453,44.482484
WMN,FMNR,Maroantsetra Airport,MG,-15.437742,49.689081
SVB,FMNS,Sambava Airport,MG,-14.2786,50.174702
TTS,FMNT,Tsaratanana Airport,MG,-16.751064,47.619016
VOH,FMNV,Vohemar Airport,MG,-13.3758,50.0028
WAI,FMNW,Ambalabe Airport,MG,-14.8988,47.9939
WMA,FMNX,Mandritsara Airport,MG,-15.845992,48.834718
IVA,FMNZ,Ampampamena Airport,MG,-13.484816,48.632702
WBO,FMSB,Antsoa Airport,MG,-21.6069837647,45.1360201836
WMD,FMSC,Mandabe Airport,MG,-21.0463049303,44.9404120445
FTU,FMSD,Tôlanaro Airport,MG,-25.038099,46.9561
